Booking_ID,Customer_ID,Flight_ID,Booking_Date,Travel_Class,Seat_Number,Ticket_Price,Booking_Status
1291,487,453,2026-09-20,Economy,30E,1010.22,Cancelled
1292,81,717,2026-01-23,Business,7F,1656.54,Confirmed
1293,56,139,2026-02-03,Economy,12A,376.27,Cancelled
1294,447,375,2025-12-29,First Class,39D,415.24,Confirmed
1295,100,224,2026-08-22,Premium Economy,34A,440.91,Completed
1296,209,325,2026-01-28,Economy,8A,996.46,Confirmed
1297,77,920,2026-04-17,Business,40C,1713.75,Confirmed
1298,320,156,2026-01-12,Economy,12F,511.29,Confirmed
1299,176,62,2026-02-26,Business,24F,2030.85,Confirmed
1300,292,768,2026-03-17,Economy,3E,252.77,Cancelled
1301,360,31,2026-02-03,Premium Economy,35E,242.26,Confirmed
1302,149,436,2026-06-27,Premium Economy,7A,1104.22,Cancelled
1303,283,808,2026-07-19,First Class,9C,661.75,Cancelled
1304,219,716,2026-04-24,Economy,8A,190.85,Completed
1305,52,424,2026-04-04,First Class,33D,3568.51,Confirmed
1306,123,963,2025-09-10,Economy,12D,75.45,Confirmed
1307,487,159,2026-04-26,First Class,20C,3951.27,Cancelled
1308,114,487,2026-04-26,Economy,25C,382.97,Confirmed
1309,254,856,2026-06-14,Business,11E,1872.34,Confirmed
1310,376,966,2026-04-01,Economy,3D,823.41,Cancelled
1311,82,197,2025-11-14,Premium Economy,30C,928.46,Cancelled
1312,245,765,2026-01-09,Premium Economy,39C,882.98,Confirmed
1313,215,324,2025-12-22,Business,32F,2494.19,Confirmed
1314,410,467,2026-03-03,Economy,40B,375.39,Confirmed
1315,491,180,2025-12-09,Premium Economy,26A,1016.39,Confirmed
1316,208,485,2026-01-27,Economy,21B,837.81,Confirmed
1317,316,475,2025-12-02,Business,2C,2398.31,Confirmed
1318,197,754,2026-03-24,Economy,40B,409.04,Confirmed
1319,70,626,2026-05-20,Economy,16C,1026.92,Cancelled
1320,10,570,2025-11-28,Economy,28D,506.92,Confirmed
1321,341,927,2026-08-20,First Class,30F,1203.93,Confirmed
1322,33,454,2026-07-03,Business,38D,1073.78,Confirmed
1323,138,941,2025-11-05,Premium Economy,2D,360.81,Confirmed
1324,334,920,2026-03-08,First Class,24F,776.89,Confirmed
1325,272,208,2026-07-23,First Class,30B,458.51,Cancelled
1326,229,856,2026-07-21,Economy,40E,121.63,Confirmed
1327,489,317,2026-05-30,Economy,22B,339.75,Confirmed
1328,206,448,2026-03-29,Economy,22B,130.46,Cancelled
1329,71,232,2026-07-29,Business,34D,1352.57,Confirmed
1330,57,470,2026-03-13,First Class,24D,3164.8,Confirmed
1331,402,562,2026-07-24,Premium Economy,10D,366.9,Confirmed
1332,33,692,2026-01-22,Premium Economy,15A,241.55,Completed
1333,216,945,2026-02-09,Economy,24C,457.16,Confirmed
1334,281,216,2026-01-02,Premium Economy,29C,702.15,Confirmed
1335,276,524,2026-05-14,First Class,40D,3189.58,Confirmed
1336,418,480,2025-11-15,First Class,16A,473.7,Confirmed
1337,446,873,2026-09-12,First Class,20C,3549.78,Cancelled
1338,407,277,2026-07-23,Economy,28B,82.06,Confirmed
1339,289,313,2026-07-05,Economy,28F,578.96,Cancelled
1340,331,677,2026-10-04,Economy,25B,529.71,Confirmed
1341,28,217,2025-12-20,Business,8F,266.28,Completed
1342,386,43,2025-11-06,Economy,12F,873.57,Confirmed
1343,449,671,2025-09-17,Economy,2A,455.82,Completed
1344,200,66,2026-07-30,Economy,26E,373.75,Cancelled
1345,410,397,2026-10-06,Economy,3A,785.92,Completed
1346,1,763,2025-10-17,Economy,33C,235.41,Cancelled
1347,251,524,2026-01-29,Economy,17B,766.63,Cancelled
1348,318,956,2026-05-17,First Class,4A,3757.03,Confirmed
1349,87,311,2026-09-04,Economy,36A,112.95,Completed
1350,128,492,2026-11-25,Business,22B,2136.7,Cancelled
1351,238,718,2025-12-22,Premium Economy,38D,314.2,Confirmed
1352,244,311,2026-08-13,Business,11B,2366.73,Confirmed
1353,385,430,2026-07-29,Economy,18B,385.25,Confirmed
1354,96,762,2026-05-26,Economy,25B,623.05,Confirmed
1355,427,837,2026-02-22,Premium Economy,22E,1398.32,Completed
1356,31,237,2025-11-02,Premium Economy,14E,1072.37,Confirmed
1357,437,683,2025-11-05,Economy,30B,599.55,Cancelled
1358,155,443,2025-09-08,Economy,8B,332.34,Confirmed
1359,41,857,2025-12-02,Business,36E,1033.11,Cancelled
1360,103,26,2025-11-04,Economy,40D,924.25,Completed
1361,471,201,2026-09-23,Premium Economy,11D,1210.1,Confirmed
1362,156,518,2026-11-27,Economy,24C,1048.83,Confirmed
1363,500,12,2025-12-06,Economy,33D,529.22,Confirmed
1364,276,997,2026-10-28,Business,21D,848.5,Confirmed
1365,14,578,2026-06-29,Economy,1B,440.53,Confirmed
1366,239,929,2025-11-11,Economy,35A,791.65,Confirmed
1367,425,870,2026-04-13,Business,17C,2109.9,Confirmed
1368,142,242,2026-08-30,Economy,36D,220.7,Cancelled
1369,21,166,2026-04-29,Economy,23E,338.06,Completed
1370,422,725,2026-09-05,Economy,33B,198.68,Completed
1371,39,177,2026-04-08,First Class,35B,4042.35,Confirmed
1372,178,816,2026-03-06,Business,5C,1035.49,Confirmed
1373,162,686,2026-09-27,Business,25D,2238.02,Confirmed
1374,267,974,2025-12-20,Premium Economy,19E,485.27,Completed
1375,138,181,2026-04-03,Economy,36B,197.61,Cancelled
1376,269,121,2026-02-16,Economy,30F,884.74,Completed
1377,282,635,2026-04-09,Business,16D,2319.98,Confirmed
1378,373,598,2025-12-24,Economy,39B,320.45,Confirmed
1379,149,619,2026-07-31,First Class,21E,1125.26,Confirmed
1380,217,385,2025-12-20,Business,19F,862.91,Confirmed
1381,22,994,2026-06-16,First Class,27B,562.44,Confirmed
1382,137,944,2026-05-29,Business,33B,421.02,Confirmed
1383,443,21,2026-01-15,First Class,35E,3136.93,Confirmed
1384,29,809,2026-01-26,Economy,27C,188.39,Confirmed
1385,438,361,2026-07-09,Economy,25F,255.76,Confirmed
1386,67,512,2026-08-29,Economy,33B,1016.32,Confirmed
1387,62,80,2026-08-02,First Class,26F,3468.23,Cancelled
1388,56,267,2026-05-06,Premium Economy,11E,391.7,Completed
1389,299,25,2026-07-16,Economy,6D,326.17,Completed
1390,390,967,2025-12-17,First Class,6A,658.31,Cancelled
1391,40,693,2026-10-18,Economy,31B,640.84,Confirmed
1392,480,458,2026-01-26,Economy,36A,48.01,Confirmed
1393,351,855,2025-11-03,Economy,32C,718.81,Confirmed
1394,59,423,2026-10-05,Economy,38F,598.5,Cancelled
1395,287,148,2026-03-11,Economy,6A,972.5,Confirmed
1396,7,746,2026-04-19,Premium Economy,32F,756.01,Confirmed
1397,358,649,2025-12-24,Economy,31C,738.88,Confirmed
1398,110,313,2026-08-19,Economy,18F,341.14,Completed
1399,424,780,2026-07-12,Business,28C,125.34,Cancelled
1400,370,134,2025-09-07,Business,5A,387.48,Confirmed
1401,304,3,2026-08-01,Economy,1D,794.61,Confirmed
1402,303,605,2026-01-21,Business,4F,2001.82,Confirmed
1403,113,571,2025-10-14,Economy,31C,986.47,Cancelled
1404,8,178,2025-10-21,Premium Economy,20B,219.31,Confirmed
1405,61,47,2025-08-05,Economy,33A,848.0,Confirmed
1406,93,137,2025-12-12,First Class,9B,1968.28,Confirmed
1407,191,698,2025-10-08,Economy,35A,96.3,Confirmed
1408,419,326,2026-02-12,Economy,25A,851.02,Confirmed
1409,25,216,2026-04-01,Premium Economy,13B,1071.05,Completed
1410,275,583,2026-10-01,Economy,28C,560.13,Completed
1411,261,949,2026-05-30,Economy,11B,695.51,Confirmed
1412,272,286,2026-02-21,Business,27F,2506.57,Completed
1413,417,761,2026-01-30,Business,32F,396.74,Completed
1414,283,737,2026-03-29,Economy,33E,704.03,Cancelled
1415,139,503,2025-10-28,Economy,22C,322.85,Confirmed
1416,152,494,2026-03-06,Economy,3F,799.87,Confirmed
1417,221,145,2025-11-22,Premium Economy,14C,1368.71,Confirmed
1418,256,727,2026-07-22,Business,23C,2127.91,Confirmed
1419,458,317,2026-05-28,Economy,32D,261.78,Confirmed
1420,18,824,2026-04-15,Economy,23D,832.47,Cancelled
1421,11,23,2025-09-21,Premium Economy,25D,381.97,Completed
1422,224,697,2026-07-04,First Class,4D,1281.57,Confirmed
1423,360,135,2026-10-16,Economy,27D,366.89,Confirmed
1424,121,217,2025-09-19,Business,1F,2292.48,Confirmed
1425,284,3,2026-09-03,Premium Economy,30A,985.08,Confirmed
1426,345,272,2026-02-13,Economy,11A,507.42,Confirmed
1427,130,857,2025-12-18,Business,16E,2474.12,Confirmed
1428,104,762,2026-02-02,Premium Economy,22E,1301.42,Cancelled
1429,428,102,2026-03-08,Premium Economy,25D,87.09,Confirmed
1430,226,168,2026-11-09,Business,10C,1564.09,Confirmed
1431,7,985,2026-08-04,Economy,32A,959.36,Confirmed
1432,56,567,2026-01-31,Economy,36B,782.4,Cancelled
1433,113,847,2026-11-10,Economy,9F,195.72,Confirmed
1434,51,675,2026-01-13,Business,17B,812.64,Completed
1435,47,544,2025-09-29,First Class,11B,1093.84,Confirmed
1436,475,661,2026-01-06,Economy,34D,318.89,Completed
1437,65,34,2026-11-04,Business,37E,2484.88,Cancelled
1438,334,496,2026-07-11,Premium Economy,12B,1309.76,Confirmed
1439,245,894,2026-07-25,Business,1B,2617.57,Confirmed
1440,17,66,2026-09-25,Economy,25C,758.95,Confirmed
1441,106,679,2026-04-11,Economy,16C,462.9,Completed
1442,224,143,2025-12-23,First Class,9C,575.15,Confirmed
1443,496,614,2026-04-17,Economy,33D,131.53,Confirmed
1444,324,198,2025-12-23,First Class,5E,3007.84,Confirmed
1445,421,331,2025-12-26,Economy,40E,760.26,Confirmed
1446,307,443,2026-01-06,Business,10E,986.57,Confirmed
1447,234,629,2026-01-14,Business,40D,1147.08,Completed
1448,286,668,2026-01-24,Economy,37E,391.83,Confirmed
1449,315,476,2025-10-28,Economy,17D,814.6,Confirmed
1450,147,948,2026-06-21,Economy,35B,697.94,Confirmed
1451,213,997,2026-06-29,Economy,11F,240.19,Cancelled
1452,130,287,2025-12-31,Economy,24F,200.52,Confirmed
1453,380,626,2026-02-01,Economy,28B,677.62,Confirmed
1454,374,319,2025-12-04,First Class,11B,2058.66,Confirmed
1455,403,122,2026-02-10,Premium Economy,35E,1552.52,Confirmed
1456,225,977,2026-08-21,Premium Economy,3C,289.76,Confirmed
1457,425,704,2025-11-28,Economy,10C,637.69,Confirmed
1458,96,298,2026-05-04,First Class,39A,2381.97,Completed
1459,4,441,2026-03-14,Economy,3B,460.22,Cancelled
1460,247,365,2025-12-17,Economy,30A,671.54,Completed
1461,344,430,2026-11-17,Economy,39A,680.92,Confirmed
1462,348,608,2026-07-16,Economy,16A,194.75,Cancelled
1463,23,212,2026-05-26,Business,35E,1983.07,Confirmed
1464,295,77,2025-11-03,Premium Economy,36E,1478.19,Confirmed
1465,140,764,2026-07-25,Economy,35F,745.04,Completed
1466,330,929,2026-01-28,First Class,30E,1846.73,Confirmed
1467,421,397,2026-10-19,Business,19D,1023.84,Completed
1468,441,245,2026-03-01,Economy,6F,895.19,Confirmed
1469,319,274,2026-07-19,Economy,10A,216.36,Confirmed
1470,373,684,2026-09-26,Economy,1D,736.67,Confirmed
1471,63,869,2026-05-29,First Class,35E,2241.36,Confirmed
1472,6,525,2026-02-06,First Class,40D,308.67,Confirmed
1473,386,979,2025-12-18,Economy,28E,778.33,Cancelled
1474,77,735,2026-09-16,First Class,31D,846.5,Confirmed
1475,111,104,2025-12-21,Economy,9D,989.19,Cancelled
1476,21,315,2026-05-21,Economy,38A,567.01,Confirmed
1477,92,95,2025-11-22,Premium Economy,30C,1034.64,Confirmed
1478,80,564,2026-04-17,Business,26A,1617.15,Confirmed
1479,449,986,2026-06-01,Business,2D,1803.69,Cancelled
1480,185,865,2026-06-29,Economy,32B,231.24,Confirmed
1481,418,772,2025-12-08,Economy,28B,990.8,Confirmed
1482,163,264,2026-02-02,Economy,20B,391.01,Confirmed
1483,178,898,2026-04-12,Premium Economy,22F,181.97,Completed
1484,163,225,2026-09-18,Economy,22E,411.25,Confirmed
1485,197,301,2025-10-04,First Class,14E,1232.87,Completed
1486,190,61,2025-11-02,Economy,2F,754.05,Completed
1487,408,899,2026-05-13,Economy,8A,360.85,Cancelled
1488,341,302,2026-04-21,Economy,8A,125.89,Confirmed
1489,75,137,2026-01-05,Economy,3C,258.94,Confirmed
1490,396,358,2025-12-30,Business,20E,2422.66,Confirmed
1491,273,339,2026-05-01,Premium Economy,3E,477.08,Confirmed
1492,283,683,2025-12-10,Business,37C,1157.05,Confirmed
1493,234,193,2025-10-22,Premium Economy,37B,280.13,Confirmed
1494,45,413,2025-09-24,Economy,23B,853.64,Confirmed
1495,108,605,2026-02-19,Economy,9E,86.32,Cancelled
1496,311,896,2026-09-10,Economy,29F,673.05,Confirmed
1497,255,83,2026-10-06,Premium Economy,9D,1099.11,Confirmed
1498,245,991,2025-09-13,First Class,9D,3790.34,Confirmed
1499,497,919,2026-05-03,First Class,11F,1550.73,Cancelled
1500,428,175,2026-03-20,Business,17C,1697.6,Completed
1501,134,323,2026-03-31,Economy,11A,655.66,Cancelled
1502,169,793,2025-10-06,Economy,6D,776.91,Confirmed
1503,365,786,2026-03-09,Economy,21E,1004.63,Completed
1504,308,44,2025-12-12,First Class,26D,2547.99,Confirmed
1505,276,735,2026-12-15,Business,28E,1129.65,Confirmed
1506,336,879,2026-05-07,Business,30F,1331.35,Confirmed
1507,217,803,2025-10-06,First Class,13B,2424.52,Confirmed
1508,499,299,2026-03-17,First Class,17B,444.73,Completed
1509,60,99,2025-10-27,Premium Economy,40D,867.27,Completed
1510,46,185,2025-12-15,Premium Economy,16B,212.41,Cancelled
1511,158,533,2026-02-03,Business,29E,1381.89,Confirmed
1512,438,60,2026-03-08,Economy,39C,592.84,Confirmed
1513,179,133,2026-03-25,Premium Economy,19D,1025.66,Confirmed
1514,60,444,2026-06-25,Economy,1D,683.34,Confirmed
1515,368,972,2025-12-15,Business,18B,595.35,Confirmed
1516,348,995,2026-08-31,First Class,6C,1567.0,Confirmed
1517,152,246,2026-06-06,Economy,9C,450.51,Confirmed
1518,109,72,2025-08-22,Economy,8C,581.54,Confirmed
1519,205,839,2026-02-09,Premium Economy,9E,1352.03,Confirmed
1520,79,26,2026-01-06,Premium Economy,36A,98.14,Cancelled
1521,220,688,2026-03-05,First Class,26E,2523.56,Confirmed
1522,169,494,2025-12-11,Premium Economy,16F,340.2,Confirmed
1523,355,776,2025-08-05,First Class,37F,3687.33,Confirmed
1524,449,400,2026-04-25,First Class,22D,2742.97,Cancelled
1525,368,472,2025-12-18,Business,19B,586.43,Confirmed
1526,413,901,2025-12-30,Economy,36F,529.34,Confirmed
1527,246,859,2026-05-07,Premium Economy,11B,103.86,Completed
1528,462,244,2026-03-14,Premium Economy,24C,1022.39,Confirmed
1529,323,911,2026-04-30,First Class,8D,270.73,Confirmed
1530,190,59,2025-10-17,Business,21E,2425.7,Cancelled
1531,443,618,2025-11-13,First Class,40D,1949.83,Cancelled
1532,70,86,2026-07-19,Economy,13D,962.06,Completed
1533,451,272,2026-01-06,Business,21F,994.88,Completed
1534,319,124,2026-03-11,Economy,13E,839.93,Confirmed
1535,125,211,2026-04-30,First Class,15C,1234.17,Completed
1536,153,637,2026-05-10,Economy,5F,296.22,Cancelled
1537,200,207,2025-12-03,Premium Economy,9F,1079.06,Completed
1538,110,71,2025-12-01,Economy,18D,670.77,Confirmed
1539,494,803,2025-12-06,Economy,28B,840.51,Completed
1540,162,944,2026-04-12,Business,26B,523.29,Completed
1541,228,19,2026-09-19,Economy,1B,710.57,Confirmed
1542,99,811,2026-10-27,Business,24A,1231.91,Completed
1543,415,438,2026-07-13,Business,9F,1087.13,Confirmed
1544,473,749,2025-12-19,First Class,31A,2747.0,Completed
1545,241,974,2026-02-02,First Class,39B,2289.94,Confirmed
1546,103,195,2026-02-18,Business,13D,2833.39,Completed
1547,8,329,2026-07-16,Business,39C,161.99,Confirmed
1548,472,138,2026-04-09,Business,11F,2442.4,Cancelled
1549,312,87,2025-10-11,Economy,29A,709.08,Confirmed
1550,14,737,2026-05-28,Business,11C,1672.9,Completed
1551,342,755,2025-11-11,Economy,31E,253.25,Confirmed
1552,463,70,2026-06-12,Economy,8F,611.79,Completed
1553,154,117,2025-11-09,First Class,15B,3894.59,Confirmed
1554,238,104,2025-09-19,Economy,31B,164.28,Cancelled
1555,405,534,2025-11-16,Economy,35A,310.44,Confirmed
1556,453,592,2025-08-10,Economy,2A,284.8,Confirmed
1557,370,135,2026-08-19,Premium Economy,33B,736.12,Completed
1558,364,604,2025-12-27,Economy,40A,295.51,Completed
1559,260,614,2026-07-17,First Class,27B,2683.53,Completed
1560,245,192,2026-02-25,First Class,3E,307.01,Confirmed
1561,343,685,2025-11-22,First Class,20C,3070.69,Confirmed
1562,394,732,2025-12-06,Economy,8B,770.37,Cancelled
1563,29,838,2025-09-21,Economy,38F,701.56,Confirmed
1564,493,912,2025-09-27,Economy,24D,599.7,Cancelled
1565,39,611,2025-12-08,Business,25F,749.28,Confirmed
1566,281,306,2026-06-24,Economy,36F,59.75,Cancelled
1567,338,833,2026-03-26,Economy,21B,771.01,Confirmed
1568,237,962,2025-12-09,First Class,32E,1622.11,Confirmed
1569,178,168,2026-10-28,Economy,6F,808.29,Confirmed
1570,220,878,2026-06-27,Premium Economy,10C,1213.2,Confirmed
1571,421,299,2026-01-30,Business,8F,1172.24,Confirmed
1572,232,703,2026-06-28,Premium Economy,34A,915.48,Confirmed
1573,443,615,2026-08-02,Economy,1D,55.8,Confirmed
1574,392,768,2026-01-13,First Class,8A,268.42,Confirmed
1575,167,344,2025-11-10,Premium Economy,8D,1192.53,Confirmed
1576,240,582,2026-09-21,Premium Economy,15B,661.97,Cancelled
1577,52,483,2026-09-19,First Class,18A,3013.41,Cancelled
1578,414,716,2026-05-02,First Class,28A,3174.39,Confirmed
1579,449,950,2026-10-27,Economy,6C,109.95,Confirmed
1580,87,998,2025-09-01,Premium Economy,26C,184.75,Completed
1581,422,258,2025-10-01,Economy,33B,570.29,Confirmed
1582,374,531,2026-03-31,Economy,14C,357.96,Cancelled
1583,296,530,2025-12-16,Economy,21C,1035.64,Confirmed
1584,184,862,2026-08-08,Premium Economy,36B,866.03,Confirmed
1585,199,550,2025-09-10,Economy,29D,184.62,Confirmed
1586,47,889,2026-09-11,Business,34C,1143.67,Confirmed
1587,30,117,2026-03-23,Premium Economy,1F,775.44,Cancelled
1588,477,13,2026-05-19,Economy,14B,575.97,Completed
1589,30,895,2025-12-06,Business,13C,1871.26,Cancelled
1590,23,864,2026-03-23,First Class,17B,752.66,Completed
1591,57,546,2026-10-20,First Class,33A,3895.96,Confirmed
1592,22,622,2025-09-22,Premium Economy,14B,1264.64,Cancelled
1593,68,981,2026-09-16,Economy,37F,607.93,Cancelled
1594,362,245,2026-03-14,Business,4D,143.25,Confirmed
1595,463,24,2025-09-25,Business,10D,2107.36,Confirmed
1596,338,702,2026-05-12,Economy,39E,773.77,Confirmed
1597,341,796,2026-02-10,Economy,23C,996.15,Confirmed
1598,480,696,2025-10-04,First Class,1E,510.17,Cancelled
1599,248,446,2025-08-27,First Class,34E,271.99,Confirmed
1600,434,603,2026-03-04,Business,26F,1278.25,Confirmed
1601,307,432,2026-02-01,First Class,38C,3192.68,Completed
1602,43,608,2026-09-05,Premium Economy,1D,1216.67,Completed
1603,420,843,2026-03-22,Economy,36E,390.78,Confirmed
1604,469,985,2026-07-22,First Class,2D,1033.78,Cancelled
1605,321,242,2026-08-13,Business,33E,2267.35,Cancelled
1606,472,572,2026-10-13,Premium Economy,27A,1030.26,Confirmed
1607,349,251,2026-07-14,Economy,39E,777.67,Confirmed
1608,30,284,2026-01-03,Business,26C,1636.52,Confirmed
1609,314,231,2025-12-08,Economy,35B,838.86,Completed
1610,6,898,2025-11-24,Economy,13E,271.8,Confirmed
1611,54,958,2025-09-28,Premium Economy,13F,469.28,Completed
1612,414,284,2026-01-22,Premium Economy,34F,996.06,Cancelled
1613,313,136,2026-03-18,Premium Economy,3F,295.77,Confirmed
1614,363,792,2026-05-15,Business,3A,1055.72,Completed
1615,176,123,2026-03-12,Economy,39A,230.67,Confirmed
1616,101,450,2026-06-16,First Class,2B,4218.08,Cancelled
1617,408,845,2025-10-17,Business,16D,1172.73,Cancelled
1618,344,488,2026-05-02,Economy,15F,447.72,Cancelled
1619,456,503,2026-04-06,Economy,23F,61.22,Cancelled
1620,394,994,2026-04-21,First Class,28D,812.23,Completed
1621,451,205,2026-08-28,Economy,32B,492.92,Confirmed
1622,419,901,2026-01-12,Premium Economy,16F,573.54,Confirmed
1623,248,643,2026-02-04,Premium Economy,15F,475.87,Confirmed
1624,231,625,2025-12-30,Economy,36F,692.19,Confirmed
1625,173,921,2025-12-21,Economy,14B,930.34,Confirmed
1626,401,651,2026-07-03,Premium Economy,4D,1070.71,Cancelled
1627,164,424,2026-02-28,Premium Economy,30E,214.45,Confirmed
1628,82,46,2025-10-23,Premium Economy,37D,1118.68,Confirmed
1629,236,883,2026-06-09,Economy,14D,918.55,Confirmed
1630,357,639,2026-02-13,Economy,12C,896.58,Confirmed
1631,421,304,2026-07-08,Business,3A,165.4,Completed
1632,472,473,2026-01-23,Economy,1B,163.28,Confirmed
1633,468,209,2026-04-17,Premium Economy,17E,1070.26,Confirmed
1634,233,229,2026-02-09,Business,24C,743.04,Cancelled
1635,39,380,2026-01-11,Premium Economy,9E,334.05,Confirmed
1636,261,548,2026-04-10,Economy,29A,881.14,Confirmed
1637,285,722,2026-02-18,Economy,3B,685.68,Completed
1638,301,963,2025-12-29,Business,23F,2222.62,Confirmed
1639,468,177,2026-08-03,Premium Economy,32F,134.2,Completed
1640,218,802,2026-04-05,Premium Economy,40C,277.41,Confirmed
1641,333,29,2026-08-31,Economy,23D,624.91,Confirmed
1642,479,9,2026-06-09,Economy,8D,703.23,Completed
1643,188,118,2026-05-19,Economy,35D,131.06,Cancelled
1644,323,40,2026-02-23,First Class,28A,4082.26,Confirmed
1645,248,41,2025-09-23,Economy,6B,800.89,Completed
1646,137,711,2026-08-28,First Class,37B,3960.89,Completed
1647,236,687,2026-03-31,Economy,7C,66.88,Cancelled
1648,210,743,2026-06-30,First Class,28E,3328.77,Confirmed
1649,386,481,2026-05-06,Economy,2F,1015.19,Confirmed
1650,165,666,2026-11-19,Economy,17E,930.18,Cancelled
1651,318,463,2026-04-25,Business,34F,1170.22,Confirmed
1652,64,342,2026-07-03,Premium Economy,31C,1161.28,Confirmed
1653,117,958,2026-01-06,Economy,36C,373.23,Cancelled
1654,346,414,2026-05-20,Premium Economy,9F,835.49,Cancelled
1655,352,543,2026-04-26,First Class,40B,2399.39,Confirmed
1656,261,524,2025-12-24,Economy,28D,347.24,Confirmed
1657,238,995,2026-09-21,Premium Economy,29D,381.01,Completed
1658,23,788,2026-02-11,First Class,34D,4376.4,Completed
1659,445,360,2026-07-19,Economy,22F,955.73,Confirmed
1660,192,163,2026-05-22,Economy,13C,159.96,Confirmed
1661,258,243,2026-07-05,Business,22E,2357.28,Confirmed
1662,246,347,2025-09-19,Economy,19F,523.91,Cancelled
1663,5,862,2026-10-03,Business,4A,1806.49,Confirmed
1664,498,215,2025-12-06,Business,22F,810.17,Confirmed
1665,393,606,2025-09-14,First Class,24C,2489.15,Confirmed
1666,416,186,2026-03-08,Economy,6F,59.52,Confirmed
1667,328,914,2026-04-28,Premium Economy,13F,887.12,Confirmed
1668,370,359,2026-07-17,Economy,3C,978.22,Confirmed
1669,377,844,2026-02-12,Economy,20C,960.66,Completed
1670,320,511,2026-07-15,Business,6A,2167.25,Completed
1671,73,89,2026-07-05,Economy,12B,207.86,Confirmed
1672,199,396,2026-05-14,Premium Economy,10F,385.51,Completed
1673,72,202,2026-11-18,First Class,3A,1286.56,Cancelled
1674,66,734,2026-03-27,Economy,40B,154.43,Confirmed
1675,38,49,2026-08-21,Economy,25A,979.26,Confirmed
1676,430,688,2026-04-01,Economy,10D,857.29,Completed
1677,194,409,2026-09-22,First Class,16F,4057.7,Confirmed
1678,324,539,2026-07-29,First Class,24A,677.15,Cancelled
1679,220,580,2026-11-09,Business,34F,2771.37,Confirmed
1680,111,794,2026-05-19,Business,34E,1494.3,Confirmed
1681,321,822,2026-03-23,Premium Economy,8C,1390.28,Confirmed
1682,77,872,2026-01-10,Economy,36A,736.51,Completed
1683,86,580,2026-06-30,Economy,26D,435.25,Confirmed
1684,162,271,2025-09-17,First Class,12F,2708.91,Confirmed
1685,335,462,2026-03-09,Economy,21C,536.75,Confirmed
1686,123,231,2026-01-19,Economy,8B,444.31,Confirmed
1687,115,339,2026-03-12,Economy,2D,57.38,Cancelled
1688,230,140,2026-11-06,Economy,31F,741.69,Completed
1689,110,455,2025-12-18,Business,32B,2049.76,Confirmed
1690,13,306,2026-04-04,Business,1C,2440.76,Confirmed
1691,51,429,2025-12-21,Economy,27D,147.67,Confirmed
1692,436,719,2026-04-10,First Class,40E,1617.66,Confirmed
1693,212,464,2026-11-11,Economy,19A,1033.42,Cancelled
1694,95,200,2026-02-01,Economy,11F,183.87,Confirmed
1695,430,609,2026-09-16,First Class,37B,2319.63,Confirmed
1696,220,176,2025-11-25,Premium Economy,29A,392.93,Completed
1697,426,667,2025-12-12,Economy,33A,992.87,Confirmed
1698,338,293,2026-03-04,Economy,39E,1000.21,Confirmed
1699,162,636,2026-03-20,Economy,10D,163.96,Confirmed
1700,146,866,2026-10-06,Business,38F,2749.09,Completed
1701,279,423,2026-07-21,Economy,24B,448.01,Confirmed
1702,354,105,2026-08-18,Premium Economy,12E,507.05,Completed
1703,285,235,2026-07-10,Economy,27E,84.75,Confirmed
1704,85,215,2025-09-24,First Class,27F,1749.78,Confirmed
1705,318,680,2026-10-24,Economy,25A,784.21,Confirmed
1706,76,482,2026-06-01,Economy,9C,142.56,Confirmed
1707,93,338,2025-10-18,Economy,26C,219.42,Confirmed
1708,169,776,2025-11-03,First Class,18A,874.78,Confirmed
1709,194,491,2026-11-04,Premium Economy,13F,262.69,Cancelled
1710,107,384,2026-06-29,First Class,35F,4421.7,Completed
1711,481,665,2026-05-06,First Class,28B,3266.88,Cancelled
1712,253,428,2026-01-27,Economy,36D,649.78,Confirmed
1713,83,929,2026-01-22,First Class,32B,681.56,Confirmed
1714,91,400,2026-04-04,Economy,26A,132.22,Confirmed
1715,122,626,2025-12-12,Premium Economy,5A,209.24,Confirmed
1716,2,259,2026-06-04,Economy,4C,903.22,Completed
1717,302,881,2026-07-15,Economy,39D,272.74,Confirmed
1718,5,583,2026-10-09,Economy,36B,831.33,Cancelled
1719,244,642,2025-12-05,Economy,28B,544.29,Confirmed
1720,167,704,2025-12-16,Economy,6C,745.38,Confirmed
1721,209,706,2026-07-06,Economy,7D,73.27,Confirmed
1722,26,53,2026-01-30,Economy,29D,823.07,Confirmed
1723,190,719,2026-05-14,Economy,20B,132.58,Completed
1724,21,138,2026-04-05,First Class,30B,4340.21,Confirmed
1725,152,644,2026-03-18,First Class,18E,1383.62,Cancelled
1726,55,697,2026-04-14,Economy,32F,353.77,Confirmed
1727,65,307,2026-02-21,Economy,3D,819.79,Confirmed
1728,372,889,2026-05-09,First Class,8B,3247.08,Cancelled
1729,29,74,2026-08-27,First Class,28A,3928.92,Confirmed
1730,100,531,2026-05-02,First Class,33C,349.28,Confirmed
1731,48,254,2026-08-24,Business,37D,1905.55,Completed
1732,439,316,2025-11-08,Premium Economy,24E,553.48,Confirmed
1733,123,400,2026-04-12,First Class,2D,285.11,Confirmed
1734,255,577,2026-07-03,Premium Economy,33C,944.04,Confirmed
1735,355,79,2026-04-28,Economy,9C,884.54,Completed
