sale_id,customer_id,car_id,sale_date,quantity,discount_percent,final_price
1274,311,144,2025-07-08,1,10,25200.0
1275,1340,53,2023-11-27,1,5,61750.0
1276,1883,48,2024-05-26,1,12,79200.0
1277,1975,99,2026-01-21,1,1,54450.0
1278,986,32,2024-08-16,1,3,75660.0
1279,1084,48,2025-03-08,1,5,85500.0
1280,378,10,2025-07-09,1,0,45000.0
1281,392,106,2026-03-16,1,10,18000.0
1282,46,130,2024-10-04,1,14,81700.0
1283,39,115,2025-12-29,1,11,40050.0
1284,62,141,2026-06-01,1,9,25480.0
1285,858,92,2025-10-22,1,2,17640.0
1286,205,29,2024-04-25,1,8,35880.0
1287,391,53,2024-12-23,1,9,59150.0
1288,577,144,2026-05-19,1,2,27440.0
1289,1353,33,2023-09-22,1,14,22360.0
1290,1970,37,2023-11-19,1,3,18430.0
1291,122,113,2026-01-22,1,15,25500.0
1292,1945,75,2025-12-20,1,5,20900.0
1293,1944,43,2025-08-21,1,5,57000.0
1294,1017,106,2025-04-28,1,7,18600.0
1295,970,81,2024-01-08,1,5,20900.0
1296,814,29,2024-11-17,1,13,33930.0
1297,1499,97,2024-05-04,1,0,45000.0
1298,684,140,2026-05-03,1,4,20160.0
1299,197,1,2026-09-04,1,11,21360.0
1300,28,89,2026-05-20,1,3,14550.0
1301,922,100,2025-02-12,1,14,215000.0
1302,390,120,2026-05-26,1,12,220000.0
1303,1524,109,2024-03-13,1,3,43650.0
1304,261,23,2026-08-21,1,15,34000.0
1305,938,42,2025-02-28,1,11,35600.0
1306,1496,110,2024-04-06,1,11,53400.0
1307,1201,63,2024-04-14,1,2,37240.0
1308,1227,49,2025-09-15,1,2,44100.0
1309,113,34,2025-04-07,1,3,31040.0
1310,1363,109,2025-11-18,1,9,40950.0
1311,194,29,2024-09-24,1,4,37440.0
1312,1307,40,2024-05-29,1,0,30000.0
1313,134,134,2025-05-03,1,2,44100.0
1314,552,100,2024-01-26,1,0,250000.0
1315,546,136,2025-06-09,1,11,267000.0
1316,614,36,2024-06-30,1,3,40740.0
1317,1003,14,2024-02-16,1,3,53350.0
1318,1282,16,2024-12-23,1,6,79900.0
1319,1418,36,2024-12-24,1,10,37800.0
1320,162,20,2025-02-22,1,1,44550.0
1321,618,2,2024-07-28,1,15,27200.0
1322,99,3,2025-01-10,1,8,34960.0
1323,1659,129,2024-07-08,1,14,73100.0
1324,715,47,2026-07-19,1,13,69600.0
1325,1560,48,2026-08-03,1,15,76500.0
1326,1145,78,2024-01-14,1,11,33820.0
1327,1546,140,2024-12-17,1,1,20790.0
1328,1709,95,2024-12-21,1,5,14250.0
1329,1337,104,2024-08-18,1,2,21560.0
1330,735,16,2025-03-27,1,0,85000.0
1331,625,103,2026-06-21,1,1,17820.0
1332,1769,57,2023-11-27,1,13,36540.0
1333,618,135,2024-02-25,1,4,240000.0
1334,106,50,2025-11-17,1,8,53360.0
1335,1376,110,2025-02-12,1,3,58200.0
1336,836,120,2026-05-03,1,1,247500.0
1337,1066,96,2026-06-14,1,15,18700.0
1338,755,67,2025-08-08,1,7,232500.0
1339,1218,99,2025-03-10,1,10,49500.0
1340,840,70,2025-07-02,1,0,3000000.0
1341,820,89,2024-08-20,1,14,12900.0
1342,1732,68,2025-09-02,1,4,220800.0
1343,1634,107,2024-09-10,1,0,25000.0
1344,1254,108,2026-06-05,1,7,27900.0
1345,574,1,2026-01-01,1,2,23520.0
1346,1541,81,2026-02-22,1,12,19360.0
1347,104,24,2024-02-02,1,5,45600.0
1348,1057,6,2025-08-18,1,2,60760.0
1349,1616,54,2026-01-23,1,5,114000.0
1350,674,32,2024-03-21,1,0,78000.0
1351,35,97,2026-06-29,1,8,41400.0
1352,1551,51,2025-07-03,1,14,41280.0
1353,1222,102,2024-03-25,1,0,500000.0
1354,240,106,2023-11-08,1,15,17000.0
1355,1447,17,2024-08-03,1,0,22000.0
1356,1290,7,2023-11-07,1,3,53350.0
1357,987,117,2025-07-16,1,3,72750.0
1358,1790,30,2023-12-18,1,14,41280.0
1359,1075,86,2026-03-03,1,3,19400.0
1360,1776,31,2026-06-02,1,15,49300.0
1361,375,95,2025-08-18,1,3,14550.0
1362,691,128,2026-05-17,1,0,80000.0
1363,30,121,2024-08-27,1,15,195500.0
1364,1760,44,2023-12-22,1,7,46500.0
1365,798,6,2023-12-30,1,6,58280.0
1366,1118,10,2024-09-18,1,14,38700.0
1367,472,145,2025-09-07,1,7,32550.0
1368,997,81,2026-01-18,1,6,20680.0
1369,614,97,2025-03-28,1,13,39150.0
1370,570,71,2024-02-25,1,11,4450000.0
1371,872,52,2025-09-06,1,0,70000.0
1372,1468,45,2026-02-09,1,5,39900.0
1373,1671,49,2025-08-21,1,2,44100.0
1374,59,119,2025-12-07,1,0,2000000.0
1375,371,77,2025-12-28,1,2,34300.0
1376,1629,95,2023-12-21,1,9,13650.0
1377,963,134,2025-07-30,1,10,40500.0
1378,1307,43,2026-03-10,1,12,52800.0
1379,38,62,2026-05-30,1,0,52000.0
1380,715,63,2024-08-17,1,14,32680.0
1381,177,96,2024-01-23,1,9,20020.0
1382,426,113,2026-02-16,1,5,28500.0
1383,1651,60,2026-04-05,1,3,87300.0
1384,1367,6,2024-03-01,1,5,58900.0
1385,707,89,2026-05-01,1,3,14550.0
1386,1756,116,2026-08-08,1,5,57000.0
1387,202,120,2024-05-02,1,6,235000.0
1388,478,25,2023-11-09,1,11,22250.0
1389,533,130,2024-09-14,1,15,80750.0
1390,252,81,2026-02-25,1,5,20900.0
1391,1457,39,2024-06-30,1,15,29750.0
1392,537,78,2025-04-06,1,7,35340.0
1393,1020,12,2025-04-16,1,13,43500.0
1394,516,141,2026-05-11,1,5,26600.0
1395,175,96,2023-10-21,1,14,18920.0
1396,1333,69,2026-04-21,1,8,184000.0
1397,849,32,2026-05-27,1,12,68640.0
1398,1162,122,2024-05-12,1,12,528000.0
1399,338,79,2024-02-25,1,14,73100.0
1400,238,36,2026-06-11,1,1,41580.0
1401,1479,130,2025-08-16,1,0,95000.0
1402,1158,7,2026-08-08,1,7,51150.0
1403,429,46,2023-10-19,1,9,43680.0
1404,1239,26,2024-11-22,1,6,30080.0
1405,951,139,2024-02-29,1,5,28500.0
1406,1644,109,2025-07-13,1,9,40950.0
1407,1732,80,2023-12-06,1,15,51000.0
1408,1615,86,2024-02-02,1,1,19800.0
1409,1903,9,2025-08-21,1,3,22310.0
1410,830,130,2026-03-21,1,4,91200.0
1411,881,142,2025-03-19,1,7,35340.0
1412,728,136,2025-10-25,1,15,255000.0
1413,1033,102,2025-02-04,1,15,425000.0
1414,1798,75,2026-01-20,1,3,21340.0
1415,1145,116,2025-02-05,1,12,52800.0
1416,935,92,2025-01-03,1,7,16740.0
1417,577,88,2026-01-13,1,13,30450.0
1418,1489,138,2023-09-17,1,0,35000.0
1419,1877,93,2024-02-10,1,8,12880.0
1420,40,76,2024-04-29,1,10,36000.0
1421,1045,27,2025-07-09,1,10,32400.0
1422,364,74,2024-12-05,1,3,43650.0
1423,1930,120,2023-11-27,1,13,217500.0
1424,1105,39,2025-10-24,1,0,35000.0
1425,210,82,2025-06-13,1,0,28000.0
1426,1647,56,2026-01-29,1,4,91200.0
1427,314,111,2025-08-16,1,7,51150.0
1428,1737,116,2024-09-02,1,11,53400.0
1429,322,114,2025-07-05,1,15,23800.0
1430,184,130,2024-06-04,1,9,86450.0
1431,1363,98,2025-09-19,1,7,46500.0
1432,946,138,2023-09-20,1,8,32200.0
1433,554,25,2025-08-21,1,5,23750.0
1434,6,55,2025-06-05,1,6,61100.0
1435,1295,74,2024-03-05,1,2,44100.0
1436,1166,102,2026-07-13,1,13,435000.0
1437,953,70,2025-03-23,1,7,2790000.0
1438,346,37,2024-08-24,1,12,16720.0
1439,865,98,2024-01-29,1,2,49000.0
1440,411,28,2026-07-23,1,10,43200.0
1441,679,125,2024-06-05,1,12,96800.0
1442,1168,82,2025-07-01,1,4,26880.0
1443,1374,141,2024-05-27,1,8,25760.0
1444,851,87,2024-06-09,1,15,23800.0
1445,1053,116,2026-09-06,1,10,54000.0
1446,336,121,2026-08-12,1,7,213900.0
1447,831,43,2024-08-30,1,1,59400.0
1448,966,118,2024-12-08,1,7,2790000.0
1449,957,2,2026-09-01,1,10,28800.0
1450,902,19,2024-03-14,1,10,29700.0
1451,912,57,2025-10-08,1,6,39480.0
1452,515,69,2024-07-08,1,4,192000.0
1453,725,92,2024-04-23,1,11,16020.0
1454,878,79,2024-02-04,1,11,75650.0
1455,98,10,2026-05-14,1,0,45000.0
1456,1381,58,2023-12-09,1,6,45120.0
1457,631,74,2025-10-21,1,5,42750.0
1458,396,40,2026-08-01,1,0,30000.0
1459,293,83,2025-02-13,1,2,34300.0
1460,1435,40,2026-05-27,1,13,26100.0
1461,1069,140,2024-07-27,1,15,17850.0
1462,1992,67,2024-11-12,1,3,242500.0
1463,693,14,2025-10-21,1,6,51700.0
1464,1159,87,2025-01-05,1,0,28000.0
1465,1840,130,2024-06-28,1,11,84550.0
1466,1595,77,2024-05-10,1,6,32900.0
1467,1542,97,2023-10-07,1,4,43200.0
1468,480,15,2024-10-05,1,8,59800.0
1469,337,13,2025-07-30,1,9,38220.0
1470,1288,32,2025-12-31,1,11,69420.0
1471,994,47,2025-12-31,1,13,69600.0
1472,1658,77,2024-08-06,1,14,30100.0
1473,1843,66,2024-04-12,1,8,174800.0
1474,800,86,2025-09-02,1,12,17600.0
1475,785,62,2026-04-30,1,7,48360.0
1476,17,28,2025-10-22,1,3,46560.0
1477,217,127,2025-12-29,1,2,53900.0
1478,233,135,2025-05-28,1,0,250000.0
1479,647,60,2026-06-09,1,12,79200.0
1480,1075,115,2024-06-07,1,0,45000.0
1481,941,125,2024-08-11,1,8,101200.0
1482,1538,90,2026-01-17,1,12,19360.0
1483,568,12,2024-08-03,1,11,44500.0
1484,1248,141,2023-10-06,1,6,26320.0
1485,1933,36,2024-07-25,1,1,41580.0
1486,608,3,2024-02-16,1,12,33440.0
1487,1353,133,2023-12-27,1,7,27900.0
1488,44,135,2025-02-19,1,3,242500.0
1489,380,55,2024-10-20,1,13,56550.0
1490,521,7,2024-11-23,1,12,48400.0
1491,1376,29,2025-12-14,1,3,37830.0
1492,82,113,2025-04-23,1,10,27000.0
1493,1063,103,2026-02-22,1,2,17640.0
1494,1962,23,2025-12-07,1,15,34000.0
1495,1594,144,2025-06-29,1,10,25200.0
1496,619,114,2024-10-04,1,14,24080.0
1497,1244,11,2025-02-20,1,6,45120.0
1498,1502,81,2024-01-26,1,9,20020.0
1499,1358,127,2024-06-26,1,12,48400.0
1500,35,117,2024-01-04,1,12,66000.0
1501,1825,72,2026-02-07,1,8,25760.0
1502,1626,106,2025-06-02,1,7,18600.0
1503,1918,55,2024-03-24,1,9,59150.0
1504,1974,122,2024-01-15,1,7,558000.0
1505,856,115,2026-08-13,1,3,43650.0
1506,1273,126,2025-08-28,1,0,40000.0
1507,1268,141,2023-12-18,1,3,27160.0
1508,1719,24,2025-08-06,1,1,47520.0
1509,1303,47,2024-03-01,1,10,72000.0
1510,1379,135,2024-05-19,1,10,225000.0
1511,184,133,2024-11-06,1,13,26100.0
1512,1491,33,2025-04-24,1,1,25740.0
1513,336,55,2024-04-10,1,9,59150.0
1514,1347,124,2024-11-22,1,5,66500.0
1515,1133,11,2026-04-02,1,7,44640.0
1516,1381,62,2026-05-02,1,2,50960.0
1517,1080,48,2025-04-15,1,9,81900.0
1518,575,48,2025-11-15,1,0,90000.0
1519,41,116,2025-07-30,1,1,59400.0
1520,1653,90,2024-11-18,1,12,19360.0
1521,1314,41,2024-11-02,1,9,22750.0
1522,1413,91,2026-05-21,1,7,24180.0
1523,1987,99,2025-06-08,1,1,54450.0
1524,282,40,2024-01-21,1,15,25500.0
1525,282,58,2023-10-29,1,2,47040.0
1526,244,45,2024-03-27,1,8,38640.0
1527,1654,10,2025-08-30,1,9,40950.0
1528,1296,71,2023-10-30,1,14,4300000.0
1529,1624,72,2025-02-17,1,9,25480.0
1530,265,86,2025-08-05,1,2,19600.0
1531,527,21,2025-03-18,1,13,20010.0
1532,402,33,2023-10-18,1,4,24960.0
1533,379,103,2024-02-24,1,4,17280.0
1534,1054,134,2023-10-03,1,8,41400.0
1535,1593,46,2023-10-18,1,11,42720.0
1536,1124,85,2025-06-20,1,14,41280.0
1537,409,133,2024-02-06,1,2,29400.0
1538,726,94,2023-11-22,1,13,17400.0
1539,792,20,2023-11-04,1,0,45000.0
1540,752,126,2026-03-05,1,8,36800.0
1541,723,122,2026-05-02,1,4,576000.0
1542,314,76,2025-09-30,1,9,36400.0
1543,905,42,2024-01-24,1,12,35200.0
1544,783,10,2023-12-16,1,6,42300.0
1545,524,116,2025-05-27,1,0,60000.0
1546,927,45,2026-07-19,1,13,36540.0
1547,104,90,2024-07-15,1,7,20460.0
1548,1443,72,2025-11-17,1,5,26600.0
1549,683,104,2026-06-06,1,1,21780.0
1550,1025,104,2026-05-28,1,5,20900.0
1551,205,90,2025-02-27,1,14,18920.0
1552,1387,128,2023-12-22,1,12,70400.0
1553,1491,6,2025-12-16,1,3,60140.0
1554,1195,91,2026-02-08,1,13,22620.0
1555,712,99,2026-05-18,1,0,55000.0
1556,1423,63,2025-04-14,1,9,34580.0
1557,648,123,2024-08-16,1,3,58200.0
1558,1985,18,2025-11-15,1,13,24360.0
1559,1568,106,2025-05-02,1,13,17400.0
1560,1971,4,2024-10-10,1,14,73100.0
1561,191,54,2026-03-18,1,12,105600.0
1562,315,37,2025-05-13,1,11,16910.0
1563,1884,98,2025-07-25,1,1,49500.0
1564,668,79,2023-12-09,1,11,75650.0
1565,109,80,2025-11-18,1,6,56400.0
1566,1879,83,2025-06-07,1,15,29750.0
1567,1040,22,2025-10-07,1,5,30400.0
1568,383,44,2025-10-20,1,15,42500.0
1569,1528,23,2023-11-22,1,8,36800.0
1570,1816,132,2024-03-09,1,11,21360.0
1571,516,118,2025-10-11,1,6,2820000.0
1572,1725,80,2025-02-19,1,5,57000.0
1573,1838,108,2025-05-13,1,5,28500.0
1574,1440,142,2025-05-31,1,6,35720.0
1575,45,72,2025-03-31,1,13,24360.0
1576,1065,89,2023-10-08,1,3,14550.0
1577,1334,1,2024-12-11,1,2,23520.0
1578,852,88,2025-12-01,1,0,35000.0
1579,1691,23,2024-04-16,1,0,40000.0
1580,105,80,2024-09-16,1,2,58800.0
1581,1777,32,2023-10-05,1,9,70980.0
1582,746,58,2024-06-27,1,1,47520.0
1583,452,6,2024-04-27,1,10,55800.0
1584,1907,104,2025-08-04,1,6,20680.0
1585,1891,96,2025-11-12,1,3,21340.0
1586,640,18,2025-05-03,1,11,24920.0
1587,496,28,2024-03-21,1,12,42240.0
1588,979,70,2025-03-12,1,8,2760000.0
1589,893,108,2023-09-22,1,12,26400.0
1590,1065,104,2024-11-03,1,8,20240.0
1591,694,54,2026-04-03,1,13,104400.0
1592,132,52,2025-11-28,1,4,67200.0
1593,1696,69,2024-01-12,1,10,180000.0
1594,1289,10,2026-07-22,1,7,41850.0
1595,1162,130,2024-05-17,1,5,90250.0
1596,864,49,2026-06-21,1,11,40050.0
1597,1700,25,2024-05-16,1,6,23500.0
1598,1982,49,2025-06-03,1,10,40500.0
1599,45,46,2026-08-05,1,12,42240.0
1600,1206,53,2025-12-25,1,13,56550.0
1601,447,72,2026-08-27,1,13,24360.0
1602,895,34,2025-04-26,1,8,29440.0
1603,203,72,2024-09-23,1,3,27160.0
1604,1677,85,2025-08-08,1,13,41760.0
1605,1204,117,2025-01-10,1,3,72750.0
1606,1614,116,2025-10-07,1,8,55200.0
1607,496,51,2025-04-23,1,4,46080.0
1608,1568,58,2026-07-29,1,12,42240.0
1609,249,116,2024-04-12,1,10,54000.0
1610,1139,50,2025-09-11,1,8,53360.0
1611,181,95,2024-09-20,1,6,14100.0
1612,840,125,2026-06-29,1,14,94600.0
1613,922,104,2025-12-21,1,9,20020.0
1614,1264,68,2026-01-10,1,14,197800.0
1615,1073,35,2026-03-15,1,3,33950.0
1616,1398,124,2025-05-12,1,0,70000.0
1617,561,88,2024-05-08,1,9,31850.0
1618,790,67,2023-12-10,1,15,212500.0
1619,512,130,2024-01-20,1,11,84550.0
1620,1283,107,2024-08-28,1,12,22000.0
1621,1786,55,2024-01-17,1,4,62400.0
1622,698,104,2026-02-12,1,3,21340.0
1623,1786,109,2026-03-05,1,4,43200.0
1624,224,145,2024-03-26,1,3,33950.0
1625,444,5,2024-11-23,1,14,41280.0
1626,1646,121,2026-02-08,1,1,227700.0
1627,1409,80,2025-12-02,1,6,56400.0
1628,1774,115,2024-08-21,1,1,44550.0
1629,151,10,2025-02-09,1,3,43650.0
1630,1371,102,2024-12-10,1,14,430000.0
1631,667,107,2023-10-23,1,1,24750.0
1632,1790,113,2025-06-04,1,3,29100.0
1633,1255,130,2024-01-12,1,12,83600.0
1634,1365,129,2025-05-27,1,0,85000.0
1635,421,143,2024-01-06,1,15,17000.0
1636,391,35,2026-08-10,1,8,32200.0
1637,1014,96,2023-12-20,1,7,20460.0
1638,632,136,2024-03-11,1,3,291000.0
1639,1727,54,2025-10-23,1,9,109200.0
1640,1068,9,2024-06-05,1,15,19550.0
1641,1098,102,2023-10-25,1,13,435000.0
1642,1067,47,2023-11-02,1,11,71200.0
1643,1744,145,2025-04-12,1,14,30100.0
1644,1655,37,2024-07-08,1,13,16530.0
1645,1102,132,2024-09-11,1,9,21840.0
1646,1827,11,2025-01-24,1,8,44160.0
1647,152,55,2024-07-05,1,10,58500.0
1648,492,115,2026-09-09,1,10,40500.0
1649,1546,60,2026-03-18,1,3,87300.0
1650,1182,48,2024-06-17,1,6,84600.0
1651,1166,93,2024-04-09,1,8,12880.0
1652,1051,109,2023-12-27,1,10,40500.0
1653,458,35,2024-06-17,1,1,34650.0
1654,1521,77,2024-04-13,1,0,35000.0
1655,1534,59,2024-10-24,1,13,43500.0
1656,308,119,2026-02-04,1,3,1940000.0
1657,631,100,2026-03-24,1,0,250000.0
1658,843,131,2025-07-03,1,9,136500.0
1659,593,88,2026-02-19,1,7,32550.0
1660,549,83,2025-12-18,1,5,33250.0
1661,648,69,2024-04-22,1,4,192000.0
1662,1273,137,2023-12-11,1,14,18920.0
1663,111,90,2025-09-06,1,5,20900.0
1664,1495,15,2025-10-09,1,14,55900.0
1665,1837,96,2025-04-05,1,3,21340.0
1666,1527,17,2024-12-26,1,15,18700.0
1667,451,94,2025-01-10,1,12,17600.0
1668,1060,122,2025-12-24,1,12,528000.0
1669,1471,80,2024-02-05,1,9,54600.0
1670,335,50,2026-04-28,1,3,56260.0
1671,1414,107,2026-07-16,1,10,22500.0
1672,525,27,2026-07-25,1,9,32760.0
1673,1224,66,2024-12-09,1,6,178600.0
1674,359,23,2025-04-16,1,6,37600.0
1675,888,62,2024-07-10,1,9,47320.0
1676,441,83,2023-12-04,1,3,33950.0
1677,1302,48,2025-03-08,1,0,90000.0
1678,6,142,2024-09-17,1,13,33060.0
1679,1041,116,2024-11-11,1,12,52800.0
1680,1219,13,2025-09-29,1,5,39900.0
1681,1254,92,2026-08-03,1,4,17280.0
1682,1998,105,2024-06-12,1,6,28200.0
1683,1727,2,2023-09-29,1,11,28480.0
1684,643,69,2024-06-09,1,6,188000.0
1685,651,85,2026-07-28,1,7,44640.0
1686,787,86,2024-04-01,1,5,19000.0
1687,1727,25,2024-09-19,1,3,24250.0
1688,1702,52,2024-07-11,1,7,65100.0
1689,310,63,2023-09-20,1,14,32680.0
1690,1604,69,2025-04-14,1,4,192000.0
1691,896,42,2025-07-19,1,1,39600.0
1692,1701,67,2025-08-04,1,4,240000.0
1693,1661,1,2025-11-22,1,0,24000.0
1694,216,59,2026-05-29,1,14,43000.0
1695,262,119,2023-09-26,1,10,1800000.0
1696,3,140,2026-04-29,1,4,20160.0
1697,1399,17,2026-09-02,1,11,19580.0
1698,1788,84,2026-09-07,1,8,32200.0
1699,1612,110,2025-01-29,1,7,55800.0
1700,12,138,2024-07-12,1,12,30800.0
1701,1374,55,2025-02-21,1,10,58500.0
1702,336,71,2026-04-12,1,5,4750000.0
1703,747,114,2025-02-27,1,12,24640.0
1704,1870,137,2026-04-23,1,8,20240.0
1705,1989,18,2026-05-01,1,11,24920.0
1706,731,139,2023-11-01,1,2,29400.0
1707,1799,63,2024-05-10,1,11,33820.0
1708,183,140,2025-12-04,1,12,18480.0
1709,322,58,2024-05-25,1,10,43200.0
1710,334,135,2026-07-15,1,12,220000.0
1711,367,27,2026-08-30,1,3,34920.0
1712,1291,64,2026-04-27,1,13,130500.0
1713,1392,65,2024-01-21,1,5,209000.0
1714,65,69,2024-11-15,1,13,174000.0
1715,724,47,2024-02-01,1,13,69600.0
1716,1506,13,2024-04-10,1,15,35700.0
1717,1934,9,2026-09-10,1,0,23000.0
1718,1739,45,2025-08-05,1,13,36540.0
1719,521,90,2025-12-03,1,1,21780.0
1720,112,88,2026-08-14,1,7,32550.0
1721,238,91,2023-09-30,1,3,25220.0
1722,150,12,2024-01-21,1,1,49500.0
1723,527,65,2025-07-16,1,1,217800.0
1724,1616,84,2025-10-10,1,0,35000.0
1725,1095,132,2025-03-26,1,11,21360.0
1726,667,22,2025-06-30,1,8,29440.0
1727,1958,65,2025-08-10,1,0,220000.0
1728,317,35,2024-11-17,1,10,31500.0
1729,315,67,2024-07-29,1,12,220000.0
1730,612,66,2024-05-18,1,7,176700.0
1731,463,140,2026-01-31,1,3,20370.0
1732,1500,120,2026-02-23,1,0,250000.0
1733,1525,65,2026-06-24,1,3,213400.0
1734,811,52,2023-10-08,1,4,67200.0
1735,1547,140,2025-05-15,1,1,20790.0
1736,21,16,2025-09-02,1,0,85000.0
1737,1479,33,2025-06-24,1,3,25220.0
1738,1283,123,2025-04-13,1,10,54000.0
1739,1158,80,2026-08-15,1,12,52800.0
1740,1255,63,2025-11-25,1,14,32680.0
1741,879,97,2024-06-21,1,5,42750.0
1742,1925,144,2026-03-02,1,3,27160.0
1743,1503,31,2023-12-22,1,6,54520.0
1744,1822,21,2026-03-24,1,12,20240.0
1745,1061,42,2024-05-18,1,11,35600.0
1746,1462,144,2024-09-22,1,11,24920.0
1747,518,8,2025-06-14,1,12,66000.0
1748,1764,117,2026-02-06,1,1,74250.0
1749,1282,37,2025-11-13,1,6,17860.0
1750,1153,71,2024-08-09,1,11,4450000.0
1751,1282,41,2023-09-24,1,6,23500.0
1752,783,108,2025-08-19,1,8,27600.0
1753,1590,78,2025-04-28,1,9,34580.0
1754,1593,77,2026-05-04,1,6,32900.0
1755,1449,123,2024-02-20,1,14,51600.0
1756,1645,37,2025-10-03,1,15,16150.0
1757,1059,86,2024-09-26,1,0,20000.0
1758,1847,59,2024-10-21,1,7,46500.0
1759,959,110,2026-03-17,1,0,60000.0
1760,1865,67,2024-01-23,1,12,220000.0
1761,1390,77,2026-01-27,1,15,29750.0
1762,238,68,2025-03-17,1,9,209300.0
1763,825,72,2025-05-29,1,4,26880.0
1764,1693,28,2025-06-04,1,0,48000.0
1765,1082,2,2025-03-03,1,8,29440.0
1766,1652,58,2023-11-12,1,10,43200.0
1767,1802,44,2026-08-31,1,12,44000.0
1768,514,97,2025-09-24,1,1,44550.0
1769,55,31,2025-08-03,1,13,50460.0
1770,1932,124,2024-05-01,1,10,63000.0
1771,53,77,2024-04-11,1,1,34650.0
1772,686,18,2025-04-12,1,11,24920.0
1773,780,132,2023-11-19,1,8,22080.0
1774,1762,53,2024-11-20,1,7,60450.0
1775,618,21,2024-12-01,1,14,19780.0
1776,12,66,2024-08-12,1,12,167200.0
1777,418,83,2025-03-30,1,13,30450.0
1778,1802,135,2024-02-01,1,14,215000.0
1779,221,24,2025-11-17,1,15,40800.0
1780,1451,34,2026-01-30,1,0,32000.0
1781,1898,7,2024-12-27,1,7,51150.0
1782,1517,144,2024-02-16,1,5,26600.0
1783,1034,23,2026-08-26,1,15,34000.0
1784,1384,87,2024-07-10,1,3,27160.0
1785,1327,29,2025-11-23,1,10,35100.0
1786,1021,97,2024-09-25,1,11,40050.0
1787,253,14,2024-09-16,1,12,48400.0
1788,528,122,2025-01-27,1,2,588000.0
1789,202,25,2024-04-21,1,1,24750.0
1790,269,50,2025-04-03,1,7,53940.0
1791,1651,39,2025-08-29,1,1,34650.0
1792,1280,28,2026-06-29,1,1,47520.0
1793,1303,13,2024-12-12,1,11,37380.0
1794,768,35,2025-04-24,1,2,34300.0
1795,668,110,2026-02-20,1,9,54600.0
1796,423,66,2025-10-20,1,12,167200.0
1797,565,137,2026-04-26,1,8,20240.0
1798,1488,121,2025-07-28,1,4,220800.0
1799,896,103,2025-11-25,1,3,17460.0
1800,527,11,2024-03-27,1,1,47520.0
1801,396,82,2026-01-12,1,12,24640.0
1802,556,52,2025-08-12,1,9,63700.0
1803,507,133,2025-01-03,1,8,27600.0
1804,15,134,2025-12-04,1,7,41850.0
1805,510,130,2026-05-07,1,12,83600.0
1806,1548,120,2024-08-11,1,8,230000.0
1807,1682,75,2024-03-11,1,14,18920.0
1808,1688,7,2026-06-18,1,9,50050.0
1809,1167,113,2025-11-25,1,1,29700.0
1810,1403,123,2024-03-24,1,7,55800.0
1811,845,30,2023-11-02,1,13,41760.0
1812,1553,50,2025-11-17,1,12,51040.0
1813,1314,99,2024-08-24,1,14,47300.0
1814,1463,105,2023-11-13,1,8,27600.0
1815,853,23,2026-02-26,1,1,39600.0
1816,438,39,2025-07-28,1,6,32900.0
1817,186,54,2025-05-27,1,6,112800.0
1818,1078,141,2026-08-22,1,11,24920.0
1819,1701,133,2025-12-30,1,5,28500.0
1820,1167,37,2025-10-10,1,5,18050.0
1821,637,5,2026-06-13,1,11,42720.0
1822,328,76,2025-08-28,1,2,39200.0
1823,1891,51,2023-09-15,1,14,41280.0
1824,300,141,2026-05-26,1,12,24640.0
1825,1175,9,2026-06-20,1,12,20240.0
1826,1558,38,2025-12-06,1,3,27160.0
1827,706,143,2024-09-21,1,8,18400.0
1828,1763,20,2026-04-14,1,13,39150.0
1829,227,117,2025-04-17,1,7,69750.0
1830,216,120,2023-12-16,1,13,217500.0
1831,1079,20,2025-01-23,1,9,40950.0
1832,756,55,2025-03-27,1,5,61750.0
1833,1763,32,2024-05-25,1,3,75660.0
1834,273,20,2025-02-09,1,6,42300.0
1835,727,132,2025-02-12,1,3,23280.0
1836,1570,40,2024-12-14,1,2,29400.0
1837,267,49,2024-12-09,1,7,41850.0
1838,1051,6,2026-07-27,1,7,57660.0
1839,1893,6,2024-09-18,1,5,58900.0
1840,1674,32,2024-03-20,1,11,69420.0
1841,492,65,2026-05-08,1,9,200200.0
1842,280,23,2025-09-22,1,1,39600.0
1843,1072,65,2024-04-16,1,0,220000.0
1844,437,91,2024-09-01,1,10,23400.0
1845,1044,54,2024-04-08,1,12,105600.0
1846,847,77,2024-09-12,1,12,30800.0
1847,1755,39,2024-04-24,1,3,33950.0
1848,504,105,2025-01-16,1,6,28200.0
1849,493,1,2023-11-21,1,5,22800.0
1850,166,121,2024-07-23,1,1,227700.0
1851,882,38,2025-05-10,1,13,24360.0
1852,1549,138,2025-11-20,1,15,29750.0
1853,1513,82,2026-02-18,1,10,25200.0
1854,1139,143,2025-08-06,1,7,18600.0
1855,445,95,2023-10-12,1,4,14400.0
1856,983,50,2024-08-14,1,6,54520.0
1857,1453,61,2026-01-25,1,12,39600.0
1858,219,96,2023-10-09,1,4,21120.0
1859,140,49,2024-11-17,1,12,39600.0
1860,1155,141,2024-01-30,1,13,24360.0
1861,1434,14,2024-08-25,1,3,53350.0
1862,92,75,2024-11-01,1,3,21340.0
1863,477,59,2025-05-09,1,3,48500.0
1864,1021,71,2025-08-30,1,10,4500000.0
1865,1144,97,2024-10-18,1,10,40500.0
1866,152,16,2026-01-04,1,7,79050.0
