booking_id,customer_id,flight_id,booking_date,travel_class,seat_number,ticket_price,booking_status,airline_id,departure_airport_id,arrival_airport_id,departure_date,duration_minutes,flight_status,airline_name,country,fleet_size,departure_code,departure_airport_name,departure_city,departure_country,arrival_code,arrival_airport_name,arrival_city,arrival_country,route
1464,295,77,2025-11-03,Premium Economy,36E,1478.19,Confirmed,1,12,6,2026-01-04,835,Delayed,EgyptAir,Egypt,139,LAX,Los Angeles International Airport,Los Angeles,USA,IST,Istanbul Airport,Istanbul,Turkey,LAX → IST
1465,140,764,2026-07-25,Economy,35F,745.04,Completed,15,18,11,2026-10-17,356,Cancelled,Qantas,Australia,324,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,JFK,John F. Kennedy International Airport,New York,USA,MAD → JFK
1466,330,929,2026-01-28,First Class,30E,1846.73,Confirmed,14,3,4,2026-05-06,634,Completed,Thai Airways,Thailand,274,DXB,Dubai International Airport,Dubai,UAE,AUH,Zayed International Airport,Abu Dhabi,UAE,DXB → AUH
1467,421,397,2026-10-19,Business,19D,1023.84,Completed,17,4,9,2026-12-19,261,Completed,Delta Airlines,USA,216,AUH,Zayed International Airport,Abu Dhabi,UAE,FRA,Frankfurt Airport,Frankfurt,Germany,AUH → FRA
1468,441,245,2026-03-01,Economy,6F,895.19,Confirmed,12,8,7,2026-07-17,797,Completed,Iberia,Spain,388,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,CDG → LHR
1469,319,274,2026-07-19,Economy,10A,216.36,Confirmed,10,11,12,2026-12-18,493,Scheduled,Saudia,Saudi Arabia,276,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,JFK → LAX
1470,373,684,2026-09-26,Economy,1D,736.67,Confirmed,11,17,2,2026-12-29,470,Delayed,Royal Jordanian,Jordan,231,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,HBE,Borg El Arab International Airport,Alexandria,Egypt,SYD → HBE
1471,63,869,2026-05-29,First Class,35E,2241.36,Confirmed,12,16,3,2026-06-26,551,Completed,Iberia,Spain,388,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DXB,Dubai International Airport,Dubai,UAE,BKK → DXB
1472,6,525,2026-02-06,First Class,40D,308.67,Confirmed,6,3,19,2026-06-11,412,Delayed,British Airways,UK,272,DXB,Dubai International Airport,Dubai,UAE,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DXB → RUH
1473,386,979,2025-12-18,Economy,28E,778.33,Cancelled,14,4,7,2026-05-30,544,Cancelled,Thai Airways,Thailand,274,AUH,Zayed International Airport,Abu Dhabi,UAE,LHR,Heathrow Airport,London,UK,AUH → LHR
1474,77,735,2026-09-16,First Class,31D,846.5,Confirmed,5,7,16,2026-12-26,98,Scheduled,Lufthansa,Germany,145,LHR,Heathrow Airport,London,UK,BKK,Suvarnabhumi Airport,Bangkok,Thailand,LHR → BKK
1475,111,104,2025-12-21,Economy,9D,989.19,Cancelled,16,7,20,2026-01-13,460,Delayed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
1476,21,315,2026-05-21,Economy,38A,567.01,Confirmed,8,5,10,2026-08-06,394,Cancelled,KLM,Netherlands,170,DOH,Hamad International Airport,Doha,Qatar,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH → AMS
1477,92,95,2025-11-22,Premium Economy,30C,1034.64,Confirmed,10,19,15,2026-04-13,186,Cancelled,Saudia,Saudi Arabia,276,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN,Singapore Changi Airport,Singapore,Singapore,RUH → SIN
1478,80,564,2026-04-17,Business,26A,1617.15,Confirmed,10,11,4,2026-06-08,801,Cancelled,Saudia,Saudi Arabia,276,JFK,John F. Kennedy International Airport,New York,USA,AUH,Zayed International Airport,Abu Dhabi,UAE,JFK → AUH
1479,449,986,2026-06-01,Business,2D,1803.69,Cancelled,6,13,5,2026-07-15,704,Completed,British Airways,UK,272,ORD,O'Hare International Airport,Chicago,USA,DOH,Hamad International Airport,Doha,Qatar,ORD → DOH
1480,185,865,2026-06-29,Economy,32B,231.24,Confirmed,4,5,9,2026-12-20,215,Scheduled,Turkish Airlines,Turkey,314,DOH,Hamad International Airport,Doha,Qatar,FRA,Frankfurt Airport,Frankfurt,Germany,DOH → FRA
1481,418,772,2025-12-08,Economy,28B,990.8,Confirmed,13,15,11,2026-02-06,74,Scheduled,Singapore Airlines,Singapore,298,SIN,Singapore Changi Airport,Singapore,Singapore,JFK,John F. Kennedy International Airport,New York,USA,SIN → JFK
1482,163,264,2026-02-02,Economy,20B,391.01,Confirmed,7,13,9,2026-04-02,662,Completed,Air France,France,300,ORD,O'Hare International Airport,Chicago,USA,FRA,Frankfurt Airport,Frankfurt,Germany,ORD → FRA
1483,178,898,2026-04-12,Premium Economy,22F,181.97,Completed,10,3,2,2026-05-19,842,Delayed,Saudia,Saudi Arabia,276,DXB,Dubai International Airport,Dubai,UAE,HBE,Borg El Arab International Airport,Alexandria,Egypt,DXB → HBE
1484,163,225,2026-09-18,Economy,22E,411.25,Confirmed,10,14,18,2026-11-20,829,Delayed,Saudia,Saudi Arabia,276,YYZ,Toronto Pearson International Airport,Toronto,Canada,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,YYZ → MAD
1485,197,301,2025-10-04,First Class,14E,1232.87,Completed,5,7,12,2026-02-17,749,Delayed,Lufthansa,Germany,145,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,LHR → LAX
1486,190,61,2025-11-02,Economy,2F,754.05,Completed,5,10,17,2026-03-17,492,Delayed,Lufthansa,Germany,145,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMS → SYD
1487,408,899,2026-05-13,Economy,8A,360.85,Cancelled,16,4,2,2026-07-01,586,Delayed,American Airlines,USA,65,AUH,Zayed International Airport,Abu Dhabi,UAE,HBE,Borg El Arab International Airport,Alexandria,Egypt,AUH → HBE
1488,341,302,2026-04-21,Economy,8A,125.89,Confirmed,1,12,18,2026-06-06,512,Delayed,EgyptAir,Egypt,139,LAX,Los Angeles International Airport,Los Angeles,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,LAX → MAD
1489,75,137,2026-01-05,Economy,3C,258.94,Confirmed,9,2,17,2026-01-26,563,Delayed,Etihad Airways,UAE,469,HBE,Borg El Arab International Airport,Alexandria,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,HBE → SYD
1490,396,358,2025-12-30,Business,20E,2422.66,Confirmed,17,9,15,2026-03-21,248,Completed,Delta Airlines,USA,216,FRA,Frankfurt Airport,Frankfurt,Germany,SIN,Singapore Changi Airport,Singapore,Singapore,FRA → SIN
1491,273,339,2026-05-01,Premium Economy,3E,477.08,Confirmed,15,1,8,2026-07-27,259,Cancelled,Qantas,Australia,324,CAI,Cairo International Airport,Cairo,Egypt,CDG,Charles de Gaulle Airport,Paris,France,CAI → CDG
1492,283,683,2025-12-10,Business,37C,1157.05,Confirmed,6,9,19,2026-03-11,147,Completed,British Airways,UK,272,FRA,Frankfurt Airport,Frankfurt,Germany,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,FRA → RUH
1493,234,193,2025-10-22,Premium Economy,37B,280.13,Confirmed,17,19,3,2026-02-03,774,Delayed,Delta Airlines,USA,216,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DXB,Dubai International Airport,Dubai,UAE,RUH → DXB
1494,45,413,2025-09-24,Economy,23B,853.64,Confirmed,18,12,14,2026-03-13,610,Delayed,United Airlines,USA,434,LAX,Los Angeles International Airport,Los Angeles,USA,YYZ,Toronto Pearson International Airport,Toronto,Canada,LAX → YYZ
1495,108,605,2026-02-19,Economy,9E,86.32,Cancelled,16,9,19,2026-04-25,702,Scheduled,American Airlines,USA,65,FRA,Frankfurt Airport,Frankfurt,Germany,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,FRA → RUH
1496,311,896,2026-09-10,Economy,29F,673.05,Confirmed,3,2,7,2026-10-05,684,Cancelled,Qatar Airways,Qatar,393,HBE,Borg El Arab International Airport,Alexandria,Egypt,LHR,Heathrow Airport,London,UK,HBE → LHR
1497,255,83,2026-10-06,Premium Economy,9D,1099.11,Confirmed,20,11,1,2026-11-01,618,Scheduled,Air Canada,Canada,179,JFK,John F. Kennedy International Airport,New York,USA,CAI,Cairo International Airport,Cairo,Egypt,JFK → CAI
1498,245,991,2025-09-13,First Class,9D,3790.34,Confirmed,17,15,3,2026-01-26,431,Completed,Delta Airlines,USA,216,SIN,Singapore Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,SIN → DXB
1499,497,919,2026-05-03,First Class,11F,1550.73,Cancelled,18,2,15,2026-08-08,494,Delayed,United Airlines,USA,434,HBE,Borg El Arab International Airport,Alexandria,Egypt,SIN,Singapore Changi Airport,Singapore,Singapore,HBE → SIN
1500,428,175,2026-03-20,Business,17C,1697.6,Completed,2,20,9,2026-07-20,619,Completed,Emirates,UAE,78,AMM,Queen Alia International Airport,Amman,Jordan,FRA,Frankfurt Airport,Frankfurt,Germany,AMM → FRA
1501,134,323,2026-03-31,Economy,11A,655.66,Cancelled,19,1,13,2026-06-11,614,Completed,Ryanair,Ireland,227,CAI,Cairo International Airport,Cairo,Egypt,ORD,O'Hare International Airport,Chicago,USA,CAI → ORD
1502,169,793,2025-10-06,Economy,6D,776.91,Confirmed,19,17,10,2026-03-05,131,Completed,Ryanair,Ireland,227,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SYD → AMS
1503,365,786,2026-03-09,Economy,21E,1004.63,Completed,5,12,1,2026-05-18,410,Cancelled,Lufthansa,Germany,145,LAX,Los Angeles International Airport,Los Angeles,USA,CAI,Cairo International Airport,Cairo,Egypt,LAX → CAI
1504,308,44,2025-12-12,First Class,26D,2547.99,Confirmed,9,4,16,2026-02-06,415,Delayed,Etihad Airways,UAE,469,AUH,Zayed International Airport,Abu Dhabi,UAE,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AUH → BKK
1505,276,735,2026-12-15,Business,28E,1129.65,Confirmed,5,7,16,2026-12-26,98,Scheduled,Lufthansa,Germany,145,LHR,Heathrow Airport,London,UK,BKK,Suvarnabhumi Airport,Bangkok,Thailand,LHR → BKK
1506,336,879,2026-05-07,Business,30F,1331.35,Confirmed,14,19,18,2026-06-30,439,Cancelled,Thai Airways,Thailand,274,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,RUH → MAD
1507,217,803,2025-10-06,First Class,13B,2424.52,Confirmed,12,18,16,2026-01-04,658,Cancelled,Iberia,Spain,388,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,BKK,Suvarnabhumi Airport,Bangkok,Thailand,MAD → BKK
1508,499,299,2026-03-17,First Class,17B,444.73,Completed,3,12,6,2026-07-07,126,Cancelled,Qatar Airways,Qatar,393,LAX,Los Angeles International Airport,Los Angeles,USA,IST,Istanbul Airport,Istanbul,Turkey,LAX → IST
1509,60,99,2025-10-27,Premium Economy,40D,867.27,Completed,6,12,2,2026-04-11,810,Delayed,British Airways,UK,272,LAX,Los Angeles International Airport,Los Angeles,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,LAX → HBE
1510,46,185,2025-12-15,Premium Economy,16B,212.41,Cancelled,3,20,8,2026-06-12,891,Cancelled,Qatar Airways,Qatar,393,AMM,Queen Alia International Airport,Amman,Jordan,CDG,Charles de Gaulle Airport,Paris,France,AMM → CDG
1511,158,533,2026-02-03,Business,29E,1381.89,Confirmed,7,13,2,2026-03-24,199,Delayed,Air France,France,300,ORD,O'Hare International Airport,Chicago,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,ORD → HBE
1512,438,60,2026-03-08,Economy,39C,592.84,Confirmed,15,12,1,2026-04-08,777,Cancelled,Qantas,Australia,324,LAX,Los Angeles International Airport,Los Angeles,USA,CAI,Cairo International Airport,Cairo,Egypt,LAX → CAI
1513,179,133,2026-03-25,Premium Economy,19D,1025.66,Confirmed,2,3,13,2026-05-10,83,Cancelled,Emirates,UAE,78,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,DXB → ORD
1514,60,444,2026-06-25,Economy,1D,683.34,Confirmed,17,4,13,2026-08-18,717,Scheduled,Delta Airlines,USA,216,AUH,Zayed International Airport,Abu Dhabi,UAE,ORD,O'Hare International Airport,Chicago,USA,AUH → ORD
1515,368,972,2025-12-15,Business,18B,595.35,Confirmed,1,8,2,2026-04-13,78,Scheduled,EgyptAir,Egypt,139,CDG,Charles de Gaulle Airport,Paris,France,HBE,Borg El Arab International Airport,Alexandria,Egypt,CDG → HBE
1516,348,995,2026-08-31,First Class,6C,1567.0,Confirmed,11,11,13,2026-12-25,600,Delayed,Royal Jordanian,Jordan,231,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,JFK → ORD
1517,152,246,2026-06-06,Economy,9C,450.51,Confirmed,8,10,12,2026-06-21,222,Completed,KLM,Netherlands,170,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LAX,Los Angeles International Airport,Los Angeles,USA,AMS → LAX
1518,109,72,2025-08-22,Economy,8C,581.54,Confirmed,1,18,8,2026-01-08,496,Scheduled,EgyptAir,Egypt,139,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CDG,Charles de Gaulle Airport,Paris,France,MAD → CDG
1519,205,839,2026-02-09,Premium Economy,9E,1352.03,Confirmed,2,20,18,2026-02-23,340,Scheduled,Emirates,UAE,78,AMM,Queen Alia International Airport,Amman,Jordan,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AMM → MAD
1520,79,26,2026-01-06,Premium Economy,36A,98.14,Cancelled,3,7,20,2026-01-16,330,Cancelled,Qatar Airways,Qatar,393,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
1521,220,688,2026-03-05,First Class,26E,2523.56,Confirmed,11,15,19,2026-05-06,829,Completed,Royal Jordanian,Jordan,231,SIN,Singapore Changi Airport,Singapore,Singapore,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN → RUH
1522,169,494,2025-12-11,Premium Economy,16F,340.2,Confirmed,17,20,14,2026-04-28,330,Cancelled,Delta Airlines,USA,216,AMM,Queen Alia International Airport,Amman,Jordan,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM → YYZ
1523,355,776,2025-08-05,First Class,37F,3687.33,Confirmed,17,16,13,2026-01-03,722,Scheduled,Delta Airlines,USA,216,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ORD,O'Hare International Airport,Chicago,USA,BKK → ORD
1524,449,400,2026-04-25,First Class,22D,2742.97,Cancelled,18,15,1,2026-05-06,725,Completed,United Airlines,USA,434,SIN,Singapore Changi Airport,Singapore,Singapore,CAI,Cairo International Airport,Cairo,Egypt,SIN → CAI
1525,368,472,2025-12-18,Business,19B,586.43,Confirmed,2,16,11,2026-04-25,745,Delayed,Emirates,UAE,78,BKK,Suvarnabhumi Airport,Bangkok,Thailand,JFK,John F. Kennedy International Airport,New York,USA,BKK → JFK
1526,413,901,2025-12-30,Economy,36F,529.34,Confirmed,11,9,17,2026-05-09,588,Cancelled,Royal Jordanian,Jordan,231,FRA,Frankfurt Airport,Frankfurt,Germany,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA → SYD
1527,246,859,2026-05-07,Premium Economy,11B,103.86,Completed,12,6,17,2026-09-27,171,Delayed,Iberia,Spain,388,IST,Istanbul Airport,Istanbul,Turkey,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,IST → SYD
1528,462,244,2026-03-14,Premium Economy,24C,1022.39,Confirmed,15,14,3,2026-08-09,793,Completed,Qantas,Australia,324,YYZ,Toronto Pearson International Airport,Toronto,Canada,DXB,Dubai International Airport,Dubai,UAE,YYZ → DXB
1529,323,911,2026-04-30,First Class,8D,270.73,Confirmed,13,15,16,2026-05-09,817,Delayed,Singapore Airlines,Singapore,298,SIN,Singapore Changi Airport,Singapore,Singapore,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SIN → BKK
1530,190,59,2025-10-17,Business,21E,2425.7,Cancelled,2,5,20,2026-04-04,206,Cancelled,Emirates,UAE,78,DOH,Hamad International Airport,Doha,Qatar,AMM,Queen Alia International Airport,Amman,Jordan,DOH → AMM
1531,443,618,2025-11-13,First Class,40D,1949.83,Cancelled,10,13,19,2026-02-16,635,Scheduled,Saudia,Saudi Arabia,276,ORD,O'Hare International Airport,Chicago,USA,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,ORD → RUH
1532,70,86,2026-07-19,Economy,13D,962.06,Completed,12,9,17,2026-08-06,835,Delayed,Iberia,Spain,388,FRA,Frankfurt Airport,Frankfurt,Germany,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA → SYD
1533,451,272,2026-01-06,Business,21F,994.88,Completed,5,17,15,2026-05-18,618,Completed,Lufthansa,Germany,145,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,SIN,Singapore Changi Airport,Singapore,Singapore,SYD → SIN
1534,319,124,2026-03-11,Economy,13E,839.93,Confirmed,2,9,7,2026-07-04,638,Delayed,Emirates,UAE,78,FRA,Frankfurt Airport,Frankfurt,Germany,LHR,Heathrow Airport,London,UK,FRA → LHR
1535,125,211,2026-04-30,First Class,15C,1234.17,Completed,8,15,8,2026-05-22,621,Completed,KLM,Netherlands,170,SIN,Singapore Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,SIN → CDG
1536,153,637,2026-05-10,Economy,5F,296.22,Cancelled,8,16,3,2026-07-23,751,Cancelled,KLM,Netherlands,170,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DXB,Dubai International Airport,Dubai,UAE,BKK → DXB
1537,200,207,2025-12-03,Premium Economy,9F,1079.06,Completed,19,10,17,2026-05-28,525,Completed,Ryanair,Ireland,227,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMS → SYD
1538,110,71,2025-12-01,Economy,18D,670.77,Confirmed,6,4,2,2026-03-27,532,Completed,British Airways,UK,272,AUH,Zayed International Airport,Abu Dhabi,UAE,HBE,Borg El Arab International Airport,Alexandria,Egypt,AUH → HBE
1539,494,803,2025-12-06,Economy,28B,840.51,Completed,12,18,16,2026-01-04,658,Cancelled,Iberia,Spain,388,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,BKK,Suvarnabhumi Airport,Bangkok,Thailand,MAD → BKK
1540,162,944,2026-04-12,Business,26B,523.29,Completed,5,17,1,2026-07-27,286,Cancelled,Lufthansa,Germany,145,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI,Cairo International Airport,Cairo,Egypt,SYD → CAI
1541,228,19,2026-09-19,Economy,1B,710.57,Confirmed,8,13,20,2026-12-04,174,Scheduled,KLM,Netherlands,170,ORD,O'Hare International Airport,Chicago,USA,AMM,Queen Alia International Airport,Amman,Jordan,ORD → AMM
1542,99,811,2026-10-27,Business,24A,1231.91,Completed,1,19,1,2026-11-09,721,Cancelled,EgyptAir,Egypt,139,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,CAI,Cairo International Airport,Cairo,Egypt,RUH → CAI
1543,415,438,2026-07-13,Business,9F,1087.13,Confirmed,17,6,15,2026-11-06,477,Delayed,Delta Airlines,USA,216,IST,Istanbul Airport,Istanbul,Turkey,SIN,Singapore Changi Airport,Singapore,Singapore,IST → SIN
1544,473,749,2025-12-19,First Class,31A,2747.0,Completed,19,8,1,2026-03-31,384,Scheduled,Ryanair,Ireland,227,CDG,Charles de Gaulle Airport,Paris,France,CAI,Cairo International Airport,Cairo,Egypt,CDG → CAI
1545,241,974,2026-02-02,First Class,39B,2289.94,Confirmed,8,12,20,2026-06-16,643,Completed,KLM,Netherlands,170,LAX,Los Angeles International Airport,Los Angeles,USA,AMM,Queen Alia International Airport,Amman,Jordan,LAX → AMM
1546,103,195,2026-02-18,Business,13D,2833.39,Completed,13,16,5,2026-04-27,96,Scheduled,Singapore Airlines,Singapore,298,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH,Hamad International Airport,Doha,Qatar,BKK → DOH
1547,8,329,2026-07-16,Business,39C,161.99,Confirmed,10,2,1,2026-08-20,317,Completed,Saudia,Saudi Arabia,276,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI,Cairo International Airport,Cairo,Egypt,HBE → CAI
1548,472,138,2026-04-09,Business,11F,2442.4,Cancelled,7,2,12,2026-07-29,145,Delayed,Air France,France,300,HBE,Borg El Arab International Airport,Alexandria,Egypt,LAX,Los Angeles International Airport,Los Angeles,USA,HBE → LAX
1549,312,87,2025-10-11,Economy,29A,709.08,Confirmed,16,5,16,2026-02-21,274,Completed,American Airlines,USA,65,DOH,Hamad International Airport,Doha,Qatar,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH → BKK
1550,14,737,2026-05-28,Business,11C,1672.9,Completed,12,7,14,2026-09-03,610,Cancelled,Iberia,Spain,388,LHR,Heathrow Airport,London,UK,YYZ,Toronto Pearson International Airport,Toronto,Canada,LHR → YYZ
1551,342,755,2025-11-11,Economy,31E,253.25,Confirmed,17,18,17,2026-02-23,140,Delayed,Delta Airlines,USA,216,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,MAD → SYD
1552,463,70,2026-06-12,Economy,8F,611.79,Completed,10,17,2,2026-09-12,623,Completed,Saudia,Saudi Arabia,276,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,HBE,Borg El Arab International Airport,Alexandria,Egypt,SYD → HBE
1553,154,117,2025-11-09,First Class,15B,3894.59,Confirmed,3,9,3,2026-04-29,369,Delayed,Qatar Airways,Qatar,393,FRA,Frankfurt Airport,Frankfurt,Germany,DXB,Dubai International Airport,Dubai,UAE,FRA → DXB
1554,238,104,2025-09-19,Economy,31B,164.28,Cancelled,16,7,20,2026-01-13,460,Delayed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
1555,405,534,2025-11-16,Economy,35A,310.44,Confirmed,3,6,3,2026-05-13,125,Scheduled,Qatar Airways,Qatar,393,IST,Istanbul Airport,Istanbul,Turkey,DXB,Dubai International Airport,Dubai,UAE,IST → DXB
1556,453,592,2025-08-10,Economy,2A,284.8,Confirmed,13,3,12,2026-01-26,407,Completed,Singapore Airlines,Singapore,298,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,DXB → LAX
1557,370,135,2026-08-19,Premium Economy,33B,736.12,Completed,14,5,4,2026-11-25,160,Completed,Thai Airways,Thailand,274,DOH,Hamad International Airport,Doha,Qatar,AUH,Zayed International Airport,Abu Dhabi,UAE,DOH → AUH
1558,364,604,2025-12-27,Economy,40A,295.51,Completed,16,10,17,2026-04-03,719,Scheduled,American Airlines,USA,65,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMS → SYD
1559,260,614,2026-07-17,First Class,27B,2683.53,Completed,6,4,5,2026-10-09,170,Scheduled,British Airways,UK,272,AUH,Zayed International Airport,Abu Dhabi,UAE,DOH,Hamad International Airport,Doha,Qatar,AUH → DOH
1560,245,192,2026-02-25,First Class,3E,307.01,Confirmed,6,16,13,2026-07-31,591,Cancelled,British Airways,UK,272,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ORD,O'Hare International Airport,Chicago,USA,BKK → ORD
1561,343,685,2025-11-22,First Class,20C,3070.69,Confirmed,16,15,7,2026-04-05,145,Delayed,American Airlines,USA,65,SIN,Singapore Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,SIN → LHR
1562,394,732,2025-12-06,Economy,8B,770.37,Cancelled,13,10,3,2026-01-17,618,Delayed,Singapore Airlines,Singapore,298,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DXB,Dubai International Airport,Dubai,UAE,AMS → DXB
1563,29,838,2025-09-21,Economy,38F,701.56,Confirmed,16,11,7,2026-01-04,319,Scheduled,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
1564,493,912,2025-09-27,Economy,24D,599.7,Cancelled,10,9,13,2026-02-06,619,Scheduled,Saudia,Saudi Arabia,276,FRA,Frankfurt Airport,Frankfurt,Germany,ORD,O'Hare International Airport,Chicago,USA,FRA → ORD
1565,39,611,2025-12-08,Business,25F,749.28,Confirmed,12,7,19,2026-05-13,662,Delayed,Iberia,Spain,388,LHR,Heathrow Airport,London,UK,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,LHR → RUH
1566,281,306,2026-06-24,Economy,36F,59.75,Cancelled,1,2,19,2026-08-05,793,Completed,EgyptAir,Egypt,139,HBE,Borg El Arab International Airport,Alexandria,Egypt,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,HBE → RUH
1567,338,833,2026-03-26,Economy,21B,771.01,Confirmed,18,5,18,2026-04-23,697,Completed,United Airlines,USA,434,DOH,Hamad International Airport,Doha,Qatar,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,DOH → MAD
1568,237,962,2025-12-09,First Class,32E,1622.11,Confirmed,13,2,14,2026-01-24,476,Scheduled,Singapore Airlines,Singapore,298,HBE,Borg El Arab International Airport,Alexandria,Egypt,YYZ,Toronto Pearson International Airport,Toronto,Canada,HBE → YYZ
1569,178,168,2026-10-28,Economy,6F,808.29,Confirmed,6,6,7,2026-11-11,197,Scheduled,British Airways,UK,272,IST,Istanbul Airport,Istanbul,Turkey,LHR,Heathrow Airport,London,UK,IST → LHR
1570,220,878,2026-06-27,Premium Economy,10C,1213.2,Confirmed,9,2,20,2026-08-07,151,Completed,Etihad Airways,UAE,469,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMM,Queen Alia International Airport,Amman,Jordan,HBE → AMM
1571,421,299,2026-01-30,Business,8F,1172.24,Confirmed,3,12,6,2026-07-07,126,Cancelled,Qatar Airways,Qatar,393,LAX,Los Angeles International Airport,Los Angeles,USA,IST,Istanbul Airport,Istanbul,Turkey,LAX → IST
1572,232,703,2026-06-28,Premium Economy,34A,915.48,Confirmed,12,9,11,2026-10-04,836,Cancelled,Iberia,Spain,388,FRA,Frankfurt Airport,Frankfurt,Germany,JFK,John F. Kennedy International Airport,New York,USA,FRA → JFK
1573,443,615,2026-08-02,Economy,1D,55.8,Confirmed,3,3,12,2026-10-09,510,Cancelled,Qatar Airways,Qatar,393,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,DXB → LAX
1574,392,768,2026-01-13,First Class,8A,268.42,Confirmed,17,18,13,2026-06-05,623,Completed,Delta Airlines,USA,216,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,ORD,O'Hare International Airport,Chicago,USA,MAD → ORD
1575,167,344,2025-11-10,Premium Economy,8D,1192.53,Confirmed,4,8,14,2026-04-07,289,Cancelled,Turkish Airlines,Turkey,314,CDG,Charles de Gaulle Airport,Paris,France,YYZ,Toronto Pearson International Airport,Toronto,Canada,CDG → YYZ
